IDENTIFIER: Reference ID,FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: BCC/FCC/other,PROPERTY: grain size ($\mu$m),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: Calculated Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Exp. Young modulus (GPa),PROPERTY: Calculated Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm)
143,C1 Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,3.5,,7.3,,T,25,643.8,887.6,31.9,,,,,,30300
144,Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,WROUGHT,FCC,,,8.6,,T,25,,,8,,,231,,,
144,Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,WROUGHT,FCC,0.7,,8.6,,T,25,,,14,,,231,,,
144,Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,WROUGHT,FCC,0.8,,8.6,,T,25,1100,1300,32,,,231,,,
144,Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,WROUGHT,FCC,1.2,,8.6,,T,25,950,,36,,,231,,,
144,Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,WROUGHT,FCC,3.2,,8.6,,T,25,649,,42,,,231,,,
144,Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,WROUGHT,FCC,18.2,,8.6,,T,25,439,,63,,,231,,,
144,Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,WROUGHT,FCC,94.1,,8.6,,T,25,309,,82,,,231,,,
145,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,,,8,,T,25,386.2,666.3,57.5,,,220,,,
146,Cr1 Cu1 Fe1 Mn1 Ni1,Other,CAST,other,,,8.1,,T,25,628,950,14.5,,,,,,
146,Cr1 Cu1 Fe1 Mn1 Ni1,Other,ANNEAL,other,,,8.1,,T,25,545,690,5,,,,,,
146,Cr1 Cu1 Fe1 Mn1 Ni1,Other,ANNEAL,other,,,8.1,,T,25,534,682,5.2,,,,,,
146,Cr1 Cu1 Fe1 Mn1 Ni1,Other,ANNEAL,other,,,8.1,,T,25,525,680,4.3,,,,,,
146,Cr1 Cu1 Fe1 Mn1 Ni1,Other,ANNEAL,other,,,8.1,,T,25,517,677,4.6,,,,,,
146,Cr1 Cu1 Fe1 Mn1 Ni1,Other,ANNEAL,other,,,8.1,,T,25,502,671,4.9,,,,,,
147,Cr1 Mo1 Nb1 Ta1 V1 W1,BCC+Laves+Sec.,POWDER,other,0.54,,11.7,1072,C,25,,,,,,,7946,,
147,Cr1 Mo1 Nb1 Ta1 V1 W1,BCC+Laves+Sec.,POWDER,other,1.24,,11.7,1010,C,25,3416,,,5.3,,,7946,,
147,Cr1 Mo1 Nb1 Ta1 V1 W1,BCC+Laves+Sec.,POWDER,other,5.01,,11.7,991.3,C,25,3410,,,2,,,7946,,
147,Cr1 Mo1 Nb1 Ta1 V1 W1,BCC+Laves+Sec.,POWDER,other,10.8,,11.7,988.3,C,25,3338,,,1.9,,,7946,,
148,Cr1 Mo1 Nb1 Ta1 V1 W1,,CAST,other,,,11.7,704.6,C,25,,,,,,,,,
149,Co1 Cr1 Cu1 Fe1 Ni1,FCC+B2,CAST,other,,,8.3,160,,,,,,,,,,,
149,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,CAST,FCC,,,7.6,160,,,,,,,,189,,,
149,Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,CAST,other,,,7.1,458,,,,,,,,,,,
149,Al1 Co0.667 Cr0.667 Cu0.667 Fe0.667 Ni0.667,FCC+BCC,CAST,other,,,6.6,498,,,,,,,,,,,
149,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,FCC+BCC,CAST,other,,,6.3,560,,,,,,,,,,,
150,Co1 Ni1 V1,,WROUGHT,other,2,,7.8,,T,25,991,1359,38,,,,,,
150,Co1 Ni1 V1,,WROUGHT,other,5.6,,7.8,,T,25,767,1224,46,,,,,,
150,Co1 Ni1 V1,,WROUGHT,other,18.7,,7.8,,T,25,602,1123,51,,,,,,
150,Co1 Ni1 V1,,WROUGHT,other,27.8,,7.8,,T,25,517,1049,55,,,,,,
150,Co1 Ni1 V1,,WROUGHT,other,122.2,,7.8,,T,25,461,886,58,,,,,,
152,Al0.3 Co1 Cr1 Fe1 Ni1,FCC+B2+Sec.,WROUGHT,other,,,7.6,,T,25,840,1039,32,,,,,,
152,Al0.3 Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,,,7.6,,T,25,159,410,65,,,210,,,
153,Al0.544 C0.001 Co0.69 Fe1 Ni0.69,B2+L12,CAST,other,,,7,,C,25,1202,,32.6,,,,,,11067
154,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,,,9.9,,,,,,,,,107,,,
155,Co0.5 Cr0.5 Fe1 Ni1,FCC,WROUGHT,FCC,14.9,,8.2,,T,25,214,612,77.3,,,219,,,
155,Co0.875 Cr0.625 Fe1 Ni1,FCC,WROUGHT,FCC,11.6,,8.3,,T,25,241,721,96.2,,,220,,,
155,Co1 Cr0.556 Fe0.667 Ni0.667,FCC,WROUGHT,FCC,10.5,,8.3,,T,25,299,841,76.1,,,222,,,
155,Co1 Cr0.455 Fe0.364 Ni0.364,FCC+HCP,WROUGHT,other,5.6,,8.3,,T,25,392,746,20.3,,,,,,
155,Co1 Cr0.385 Fe0.154 Ni0.154,FCC+HCP,WROUGHT,other,6.2,,8.4,,T,25,482,857,13.3,,,,,,
156,Hf1 Nb1 Ti1 Zr1,BCC,WROUGHT,BCC,,,8.4,,,,,,,,69.7,89,,,
157,Co1 Cr1 Fe1 Mn1 Ni1,,,other,,,8,,,,,,,,202,,,,
158,Co1 Cr1 Fe1 Mn1 Ni1,,,other,,,8,,,,,,,,202.2,,,,
159,Co1 Cr1 Fe1 Ni1,,,other,,,8.2,,,,,,,,204,,,,
160,Co1 Fe1 Ni1,,,other,,,8.5,,,,,,,,174,,,,
161,Co1 Cr1 Ni1,,,other,,,8.3,,,,,,,,222,,,,
162,Co1 Cr1 Ni1,,,other,,,8.3,,,,,,,,229,,,,
160,Co1 Cr1 Ni1,,,other,,,8.3,,,,,,,,234,,,,
163,Al1 Co0.5 Cr1 Fe0.147 Ni0.294,,,other,,,5.7,699,,,,,,,,,,,
163,Al1 Co0.298 Cr0.319 Cu0.106 Fe0.277 Ni0.128,,,other,,,5.1,728,,,,,,,,,,,
163,Al1 Co0.289 Cr0.158 Cu0.237 Fe0.816 Ni0.132,,,other,,,5.6,604,,,,,,,,,,,
163,Al1 Co0.278 Cr0.861 Cu0.167 Fe0.25 Ni0.222,,,other,,,5.6,790,,,,,,,,,,,
163,Al1 Co0.395 Cr0.349 Fe0.326 Ni0.256,,,other,,,5.3,806,,,,,,,,,,,
163,Al1 Co0.255 Cr0.255 Cu0.106 Fe0.277 Ni0.234,,,other,,,5.1,811,,,,,,,,,,,
163,Al1 Co0.442 Cr0.442 Fe0.256 Ni0.186,,,other,,,5.3,855,,,,,,,,,,,
163,Al1 Co0.256 Cr0.795 Cu0.128 Fe0.205 Ni0.179,,,other,,,5.4,802,,,,,,,,,,,
163,Al1 Co0.277 Cr0.277 Cu0.106 Fe0.255 Ni0.213,,,other,,,5.1,799,,,,,,,,,,,
163,Al1 Co0.465 Cr0.512 Fe0.186 Ni0.163,,,other,,,5.3,857,,,,,,,,,,,
163,Al1 Co0.298 Cr0.404 Cu0.106 Fe0.213 Ni0.106,,,other,,,5.1,855,,,,,,,,,,,
163,Al1 Co0.465 Cr0.442 Fe0.209 Ni0.209,,,other,,,5.3,816,,,,,,,,,,,
163,Al1 Co0.304 Cr0.5 Cu0.109 Fe0.152 Ni0.109,,,other,,,5.1,811,,,,,,,,,,,
163,Al1 Co0.318 Cr0.5 Cu0.114 Fe0.205 Ni0.136,,,other,,,5.2,790,,,,,,,,,,,
163,Al1 Co0.442 Cr0.558 Fe0.186 Ni0.14,,,other,,,5.2,855,,,,,,,,,,,
163,Al1 Co0.419 Cr0.558 Fe0.233 Ni0.116,,,other,,,5.2,856,,,,,,,,,,,
163,Al1 Co0.298 Cr0.426 Cu0.106 Fe0.191 Ni0.106,,,other,,,5.1,859,,,,,,,,,,,
163,Al1 Co0.558 Cr0.512 Fe0.116 Ni0.14,,,other,,,5.3,875,,,,,,,,,,,
163,Al1 Co0.581 Cr0.512 Fe0.116 Ni0.116,,,other,,,5.3,865,,,,,,,,,,,
163,Al1 Co0.558 Cr0.535 Fe0.116 Ni0.116,,,other,,,5.3,868,,,,,,,,,,,
163,Al1 Co0.535 Cr0.488 Fe0.186 Ni0.116,,,other,,,5.3,863,,,,,,,,,,,
163,Al1 Co0.255 Cr0.426 Cu0.106 Fe0.234 Ni0.106,,,other,,,5,843,,,,,,,,,,,
163,Al1 Co0.349 Cr0.395 Cu0.116 Fe0.326 Ni0.14,,,other,,,5.3,794,,,,,,,,,,,
163,Al1 Co0.238 Cr0.714 Cu0.119 Fe0.167 Ni0.143,,,other,,,5.2,783,,,,,,,,,,,
163,Al1 Co0.234 Cr0.468 Cu0.106 Fe0.213 Ni0.106,,,other,,,5,797,,,,,,,,,,,
163,Al1 Co0.277 Cr0.426 Cu0.106 Fe0.213 Ni0.106,,,other,,,5,805,,,,,,,,,,,
163,Al0.853 Co0.647 Cr1 Fe0.147 Ni0.294,,,other,,,6,699,,,,,,,,,,,
163,Al1 Co0.149 Cr0.34 Cu0.191 Fe0.34 Ni0.106,,,other,,,5.1,749,,,,,,,,,,,
163,Al1 Co0.326 Cr0.488 Cu0.116 Fe0.279 Ni0.116,,,other,,,5.3,828,,,,,,,,,,,
163,Al1 Co0.383 Cr0.319 Cu0.106 Fe0.213 Ni0.106,,,other,,,5.1,849,,,,,,,,,,,
163,Al1 Co0.426 Cr0.383 Cu0.106 Fe0.106 Ni0.106,BCC+B2,,other,,,5.1,883,,,,,,,,,,,
163,Al1 Co0.419 Cr0.465 Fe0.279 Ni0.163,,,other,,,5.3,864,,,,,,,,,,,
163,Al1 Co0.362 Cr0.34 Cu0.106 Fe0.213 Ni0.106,,,other,,,5.1,841,,,,,,,,,,,
163,Al1 Co0.558 Cr0.535 Fe0.116 Ni0.116,,,other,,,5.3,868,,,,,,,,,,,
163,Al1 Co0.581 Cr0.512 Fe0.116 Ni0.116,,,other,,,5.3,865,,,,,,,,,,,
163,Al1 Co0.457 Cr0.391 Cu0.109 Fe0.109 Ni0.109,,,other,,,5.2,840,,,,,,,,,,,
163,Al1 Co0.512 Cr0.512 Fe0.186 Ni0.116,,,other,,,5.3,882,,,,,,,,,,,
163,Al1 Co0.512 Cr0.535 Fe0.163 Ni0.116,BCC+B2,,other,,,5.3,883,,,,,,,,,,,
163,Al1 Co0.465 Cr0.488 Fe0.209 Ni0.163,,,other,,,5.3,828,,,,,,,,,,,
163,Al1 Co0.512 Cr0.581 Fe0.116 Ni0.116,,,other,,,5.2,848,,,,,,,,,,,
163,Al1 Co0.404 Cr0.404 Cu0.106 Fe0.106 Ni0.106,,,other,,,5.1,878,,,,,,,,,,,
163,Al1 Co0.674 Cr0.419 Fe0.116 Ni0.116,,,other,,,5.3,782,,,,,,,,,,,
164,Co0.986 Cr0.952 Fe0.933 Mn0.914 Ni1,BCC,WROUGHT,BCC,,,8,,T,25,1290,1415,1.1,,,220,,,
164,Co0.986 Cr0.952 Fe0.933 Mn0.914 Ni1,FCC+BCC+Sec.,WROUGHT,other,1.3,,8,,T,25,1135,1260,1.8,,,,,,
164,Co0.986 Cr0.952 Fe0.933 Mn0.914 Ni1,FCC+BCC+Sec.,WROUGHT,other,2,,8,,T,25,585,815,31.7,,,,,,
164,Co0.986 Cr0.952 Fe0.933 Mn0.914 Ni1,FCC+Sec.,WROUGHT,other,3.6,,8,,T,25,425,735,40.2,,,,,,
164,Co0.986 Cr0.952 Fe0.933 Mn0.914 Ni1,FCC,WROUGHT,FCC,17.1,,8,,T,25,270,630,46.2,,,220,,,
164,Co0.986 Cr0.952 Fe0.933 Mn0.914 Ni1,,WROUGHT,other,0.07,,8,,T,25,1120,1175,1.5,,,,,,
165,Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,BCC,,9.08,9.1,,C,23,1841,,,,,107,,,
165,Al1 Cr1 Mo1 Ti1,BCC,ANNEAL,BCC,,5.98,6,,C,23,1100,,,,,189,,,
165,Al1 Mo1 Nb1 Ti1,BCC,ANNEAL,BCC,,6.46,6.5,,C,23,1100,,,,,151,,,
165,Hf1 Mo0.5 Nb1 Ti1 V0.5,BCC,CAST,BCC,,8.96,9,,C,23,1260,,,,,126,,,
165,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,BCC,,9.93,9.9,,C,23,1512,,,,,137,,,
165,Hf1 Mo1 Nb1 Ti1 Zr1,BCC,CAST,BCC,,8.68,8.7,,C,23,1575,,,,,128,,,
165,Hf1 Mo1 Ta1 Ti1 Zr1,BCC,CAST,BCC,,10.18,10.2,,C,23,1600,,,,,143,,,
165,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,BCC,,9.89,9.9,,C,23,929,,,,,107,,,
165,Mo1 Nb1 Ta1 Ti1 V1 W1,BCC,CAST,BCC,,10.91,11,,C,23,1515,,,,,209,,,
165,Mo1 Nb1 Ta1 Ti1 W1,BCC,CAST,BCC,,11.72,11.8,,C,23,1343,,,,,222,,,
165,Mo1 Nb1 Ta1 V1 W1,BCC,OTHER,BCC,,12.29,12.4,,C,23,1246,,,,,229,,,
165,Mo1 Nb1 Ta1 W1,BCC,OTHER,BCC,,13.6,13.7,,C,23,996,,,,,250,,,
165,Mo1 Nb1 Ti1,BCC,OTHER,BCC,,7.67,7.7,,C,23,1100,,,,,177,,,
165,Nb1 Ta0.3 Ti1 Zr1,BCC,OTHER,BCC,,7.81,7.4,,C,23,882,,,,,101,,,
165,Nb1 Ti1 Zr1,BCC,OTHER,BCC,,6.63,6.5,,C,23,975,,,,,94,,,
165,Al1 Cr1 Mo1 Nb1 Ti1,BCC+Laves,ANNEAL,other,,6.56,6.6,,C,23,1010,,,,,,,,
165,Al0.24 Nb1 Ti1 V1 Zr1,BCC+Laves,OTHER,other,,6.34,6.3,,C,23,1240,,,,,,,,
165,Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,B2+BCC,OTHER,other,,7.14,7.1,,C,23,2000,,,,,,,,
165,Cr1 Nb0.333 Ti0.333 Zr0.333,BCC+Laves,OTHER,other,,6.56,6.8,,C,23,1576,,,,,,,,
165,Cr1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+BCC+Laves,OTHER,other,,7.98,8,,C,23,1595,,,,,,,,
165,Hf1 Mo0.5 Nb1 Si0.3 Ti1 V0.5,BCC+Sec.,CAST,other,,8.46,8.5,,C,23,1617,,,,,,,,
165,Hf1 Mo0.5 Nb1 Si0.5 Ti1 V0.5,BCC+Sec.,CAST,other,,8.16,8.2,,C,23,1787,,,,,,,,
165,Hf1 Mo0.5 Nb1 Si0.7 Ti1 V0.5,BCC+Sec.,CAST,other,,7.89,7.9,,C,23,2134,,,,,,,,
165,Mo1 Nb1 Ti1 V1 Zr1,BCC+Laves,OTHER,other,,7.27,7.1,,C,23,1706,,,,,,,,
165,Nb1 Re0.3 Ti1 Zr1,BCC+Laves,OTHER,other,,7.81,7.5,,C,23,1244,,,,,,,,
165,Nb1 Ta1 Ti1 V1 Zr1,BCC+BCC,OTHER,other,,8.43,8.5,,C,23,1395,,,,,,,,
165,Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,BCC,,9.08,9.1,,C,1000,298,,,,,107,,,
165,Al1 Cr1 Mo1 Ti1,BCC,ANNEAL,BCC,,5.98,6,,C,1000,375,,,,,189,,,
165,Al1 Mo1 Nb1 Ti1,BCC,ANNEAL,BCC,,6.46,6.5,,C,1000,540,,,,,151,,,
165,Hf1 Mo0.5 Nb1 Ti1 V0.5,BCC,CAST,BCC,,8.96,9,,C,1000,368,,,,,126,,,
165,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,BCC,,9.93,9.9,,C,1000,814,,,,,137,,,
165,Hf1 Mo1 Nb1 Ti1 Zr1,BCC,CAST,BCC,,8.68,8.7,,C,1000,635,,,,,128,,,
165,Hf1 Mo1 Ta1 Ti1 Zr1,BCC,CAST,BCC,,10.18,10.2,,C,1000,855,,,,,143,,,
165,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,BCC,,9.89,9.9,,C,1000,295,,,,,107,,,
165,Mo1 Nb1 Ta1 Ti1 V1 W1,BCC,CAST,BCC,,10.91,11,,C,1000,753,,,,,209,,,
165,Mo1 Nb1 Ta1 Ti1 W1,BCC,CAST,BCC,,11.72,11.8,,C,1000,620,,,,,222,,,
165,Mo1 Nb1 Ta1 V1 W1,BCC,OTHER,BCC,,12.29,12.4,,C,1000,842,,,,,229,,,
165,Mo1 Nb1 Ta1 W1,BCC,OTHER,BCC,,13.6,13.7,,C,1000,548,,,,,250,,,
165,Mo1 Nb1 Ti1,BCC,OTHER,BCC,,7.67,7.7,,C,1000,504,,,,,177,,,
165,Nb1 Ta0.3 Ti1 Zr1,BCC,OTHER,BCC,,7.81,7.4,,C,1000,274,,,,,101,,,
165,Nb1 Ti1 Zr1,BCC,OTHER,BCC,,6.63,6.5,,C,1000,141,,,,,94,,,
165,Al1 Cr1 Mo1 Nb1 Ti1,BCC+Laves,ANNEAL,other,,6.56,6.6,,C,1000,550,,,,,,,,
165,Al0.24 Nb1 Ti1 V1 Zr1,BCC+Laves,OTHER,other,,6.34,6.3,,C,1000,82,,,,,,,,
165,Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,B2+BCC,OTHER,other,,7.14,7.1,,C,1000,745,,,,,,,,
165,Cr1 Nb0.333 Ti0.333 Zr0.333,BCC+Laves,OTHER,other,,6.56,6.8,,C,1000,139,,,,,,,,
165,Cr1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+BCC+Laves,OTHER,other,,7.98,8,,C,1000,546,,,,,,,,
165,Hf1 Mo0.5 Nb1 Si0.3 Ti1 V0.5,BCC+Sec.,CAST,other,,8.46,8.5,,C,1000,398,,,,,,,,
165,Hf1 Mo0.5 Nb1 Si0.5 Ti1 V0.5,BCC+Sec.,CAST,other,,8.16,8.2,,C,1000,614,,,,,,,,
165,Hf1 Mo0.5 Nb1 Si0.7 Ti1 V0.5,BCC+Sec.,CAST,other,,7.89,7.9,,C,1000,673,,,,,,,,
165,Mo1 Nb1 Ti1 V1 Zr1,BCC+Laves,OTHER,other,,7.27,7.1,,C,1000,467,,,,,,,,
165,Nb1 Re0.3 Ti1 Zr1,BCC+Laves,OTHER,other,,7.81,7.5,,C,1000,323,,,,,,,,
165,Nb1 Ta1 Ti1 V1 Zr1,BCC+BCC,OTHER,other,,8.43,8.5,,C,1000,190,,,,,,,,
165,Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,BCC,,9.08,9.1,,C,1200,89,,,,,107,,,
165,Al1 Cr1 Mo1 Ti1,BCC,ANNEAL,BCC,,5.98,6,,C,1200,100,,,,,189,,,
165,Al1 Mo1 Nb1 Ti1,BCC,ANNEAL,BCC,,6.46,6.5,,C,1200,200,,,,,151,,,
165,Hf1 Mo0.5 Nb1 Ti1 V0.5,BCC,CAST,BCC,,8.96,9,,C,1200,60,,,,,126,,,
165,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,BCC,,9.93,9.9,,C,1200,556,,,,,137,,,
165,Hf1 Mo1 Nb1 Ti1 Zr1,BCC,CAST,BCC,,8.68,8.7,,C,1200,187,,,,,128,,,
165,Hf1 Mo1 Ta1 Ti1 Zr1,BCC,CAST,BCC,,10.18,10.2,,C,1200,404,,,,,143,,,
165,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,BCC,,9.89,9.9,,C,1200,92,,,,,107,,,
165,Mo1 Nb1 Ta1 Ti1 V1 W1,BCC,CAST,BCC,,10.91,11,,C,1200,659,,,,,209,,,
165,Mo1 Nb1 Ta1 Ti1 W1,BCC,CAST,BCC,,11.72,11.8,,C,1200,586,,,,,222,,,
165,Mo1 Nb1 Ta1 V1 W1,BCC,OTHER,BCC,,12.29,12.4,,C,1200,735,,,,,229,,,
165,Mo1 Nb1 Ta1 W1,BCC,OTHER,BCC,,13.6,13.7,,C,1200,506,,,,,250,,,
165,Mo1 Nb1 Ti1,BCC,OTHER,BCC,,7.67,7.7,,C,1200,324,,,,,177,,,
165,Nb1 Ta0.3 Ti1 Zr1,BCC,OTHER,BCC,,7.81,7.4,,C,1200,102,,,,,101,,,
165,Nb1 Ti1 Zr1,BCC,OTHER,BCC,,6.63,6.5,,C,1200,61,,,,,94,,,
165,Al1 Cr1 Mo1 Nb1 Ti1,BCC+Laves,ANNEAL,other,,6.56,6.6,,C,1200,105,,,,,,,,
165,Al0.24 Nb1 Ti1 V1 Zr1,BCC+Laves,OTHER,other,,6.34,6.3,,C,1200,24,,,,,,,,
165,Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,B2+BCC,OTHER,other,,7.14,7.1,,C,1200,250,,,,,,,,
165,Cr1 Nb0.333 Ti0.333 Zr0.333,BCC+Laves,OTHER,other,,6.56,6.8,,C,1200,32,,,,,,,,
165,Cr1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+BCC+Laves,OTHER,other,,7.98,8,,C,1200,170,,,,,,,,
165,Hf1 Mo0.5 Nb1 Si0.3 Ti1 V0.5,BCC+Sec.,CAST,other,,8.46,8.5,,C,1200,166,,,,,,,,
165,Hf1 Mo0.5 Nb1 Si0.5 Ti1 V0.5,BCC+Sec.,CAST,other,,8.16,8.2,,C,1200,188,,,,,,,,
165,Hf1 Mo0.5 Nb1 Si0.7 Ti1 V0.5,BCC+Sec.,CAST,other,,7.89,7.9,,C,1200,235,,,,,,,,
165,Mo1 Nb1 Ti1 V1 Zr1,BCC+Laves,OTHER,other,,7.27,7.1,,C,1200,116,,,,,,,,
165,Nb1 Re0.3 Ti1 Zr1,BCC+Laves,OTHER,other,,7.81,7.5,,C,1200,89,,,,,,,,
165,Nb1 Ta1 Ti1 V1 Zr1,BCC+BCC,OTHER,other,,8.43,8.5,,C,1200,78,,,,,,,,
166,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,245.48,7.753,8,,T,25,293.1,625.6,63,,,220,,,
203,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,40,,9.9,,T,25,985,1004,15.7,,,107,,,
203,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,87,,9.9,,T,25,972,999.5,12.6,,,107,,,
203,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,BCC,112,,9.9,,T,25,967,980.6,10.8,,,107,,,
204,Co1 Fe1 Ni1,FCC,WROUGHT,FCC,,,8.5,,T,25,,,15,,,207,,,
204,Co1 Fe1 Ni1,FCC,WROUGHT,FCC,42,,8.5,,T,25,276,540,51,,,207,,,
204,Co1 Fe1 Ni1,FCC,WROUGHT,FCC,74,,8.5,,T,25,217,498,47,,,207,,,
204,Co1 Fe1 Ni1,FCC,WROUGHT,FCC,90,,8.5,,T,25,201,430,44.5,,,207,,,
205,Co1 Cr1 Ni1,,ANNEAL,other,16,,8.3,,T,-196,600,1247,68,,,,,,
205,Co1 Cr1 Ni1,,ANNEAL,other,16,,8.3,,T,24,400,800,60,,,,,,
205,Co1 Cr1 Ni1,,ANNEAL,other,16,,8.3,,T,-196,1215,1440,48,,,,,,
206,Cr0.286 Mo0.476 Nb1 Ta0.024 Ti0.31 V0.286,BCC+Sec.,POWDER,other,0.075,8.02,8,741,C,25,2680,,,,,,,,
207,Hf1 Mo1 Nb1 Ti1 Zr1,BCC,CAST,BCC,,8.68,8.7,,C,25,1719,,,,,128,,,
208,Co1 Fe1 Ni1,FCC,WROUGHT,FCC,53.7,,8.5,,T,25,,,,,161,207,,,
208,Co1 Cr0.053 Ni1,FCC,WROUGHT,FCC,7.28,,8.8,,T,25,,,,,219,207,,,
208,Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,0.862,,8.1,,T,25,529,613,25,,182,203,,,
208,Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,0.894,,8.1,,T,25,522,601,25,,182,203,,,
208,Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,1.25,,8.1,,T,25,460,599,27,,182,203,,,
208,Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,1.75,,8.1,,T,25,407,536,26,,182,203,,,
208,Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,2.26,,8.1,,T,25,372,542,31,,182,203,,,
208,Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,3.52,,8.1,,T,25,322,554,49,,182,203,,,
208,Co1 Mn1 Ni1,FCC,WROUGHT,FCC,1.43,,8.4,,T,25,333,569,40,,190,202,,,
208,Co1 Mn1 Ni1,FCC,WROUGHT,FCC,0.4,,8.4,,T,25,601,608,24,,190,202,,,
208,Co1 Mn1 Ni1,FCC,WROUGHT,FCC,1.58,,8.4,,T,25,321,566,50.5,,190,202,,,
208,Co1 Mn1 Ni1,FCC,WROUGHT,FCC,2.67,,8.4,,T,25,267,506,62.5,,190,202,,,
208,Co1 Cr0.25 Ni1,FCC,WROUGHT,FCC,0.212,,8.7,,T,25,745,824,36,,223,213,,,
208,Co1 Cr0.25 Ni1,FCC,WROUGHT,FCC,0.34,,8.7,,T,25,623,746,53,,223,213,,,
208,Co1 Cr0.25 Ni1,FCC,WROUGHT,FCC,1.46,,8.7,,T,25,387,626,73,,223,213,,,
208,Co1 Cr0.25 Ni1,FCC,WROUGHT,FCC,2.65,,8.7,,T,25,330,553,101,,223,213,,,
208,Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,0.295,,8.2,,T,25,631,732,39,,210,226,,,
208,Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,0.553,,8.2,,T,25,494,732,51,,210,226,,,
208,Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,0.72,,8.2,,T,25,448,672,65,,210,226,,,
208,Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,3.4,,8.2,,T,25,273,567,85,,210,226,,,
208,Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,FCC,32.2,,8.2,,T,25,172,504,105,,210,226,,,
208,Co0.25 Cr1 Ni1,FCC,WROUGHT,FCC,0.497,,8.1,,T,25,518,744,36,,240,238,,,
208,Co0.25 Cr1 Ni1,FCC,WROUGHT,FCC,0.848,,8.1,,T,25,462,703,46,,240,238,,,
208,Co0.25 Cr1 Ni1,FCC,WROUGHT,FCC,1.78,,8.1,,T,25,395,644,58,,240,238,,,
208,Co0.25 Cr1 Ni1,FCC,WROUGHT,FCC,1.98,,8.1,,T,25,356,588,64,,240,238,,,
209,Al1 Co1 Ni1 Ti1,BCC+B2,POWDER,other,,,5.7,672,C,25,,,,,,,,,
209,Al1 Fe1 Ni1 Ti1,BCC+B2,POWDER,other,,,5.5,666,C,25,,,,,,,,,
209,Al1 Co1 Fe1 Ni1 Ti1,BCC+B2,POWDER,other,,,6.1,667,C,25,,,,,,,,,
210,Al1 Cr1 Cu1 Fe1 Ni1,FCC+BCC+B2,POWDER,other,,,6.8,434,,,,,,,,,,,
